report	provider_number	npi	fy_start	fy_end	date_processed	date_created	status	year	data_source	beds	tot_charges	net_pat_rev	tot_discounts	tot_operating_exp	ip_charges	icu_charges	ancillary_charges	tot_discharges	mcare_discharges	mcaid_discharges	tot_mcare_payment	secondary_mcare_payment	street	city	state	zip	county	name	uncomp_care	cost_to_charge	new_cap_ass	cash	fixed_assets	depr_land	depr_bldg	depr_lease	depr_fixed_equip	depr_auto	depr_major_equip	depr_minor_equip	current_assets	current_liabilities	pps_ip_charges	pps_op_charges	pps_mcare_cost	pps_pgm_cost
263648	241311		10/01/2008	09/30/2009	03/08/2011	03/07/2011	2	2009	v1996	20	16723067	11166823	5556244	10856790	697186		1387395	178	98	2			601 WEST CHANDLER	ARLINGTON	MN	55307	SIBLEY	SIBLEY MEDICAL CENTER			170508	1003217	6395284	108028	2417575		235521		3445441		4425370	2013263	2177969	13724552	764277	
263649	241356		10/01/2008	09/30/2009	03/08/2011	03/01/2011	2	2009	v1996	25	43843231	31344823	12498408	33020472	4079108		5507903	706	313	56			200 NORTH ELM ST	ONAMIA	MN	56359	MILLE LACS	MILLE LACS HOSPITAL			940255	4674055	13999723	493127	10285918				6287511		12027399	3591337	13440620	30402611	1822484	
263694	194069		01/01/2009	12/31/2009	03/09/2011	03/08/2011	2	2009	v1996	26	20300130	10556785	9743345	6652861	13600500		4088023	2546	542	61			201 GREENBRIER BOULEVARD	COVINGTON	LA	70433	ST.TAMMANY	GREENBRIER BEHAVIORAL HEALTH				230486	74968		129					10776	3047215	1715952	17688523	2611607	3736444	3318610
263702	503301		01/01/2009	12/31/2009	03/09/2011	03/09/2011	2	2009	v1996														737 SOUTH FAWCETT	TACOMA	WA	98415-0299	PIERCE	MARY BRIDGE CHILDREN S HOSPITAL																		
263722	371317		09/01/2009	08/31/2010	03/09/2011	02/11/2011	1	2009	v1996	25	47597547	22281255	25316292	24557181	3225634		11834015	817	515	83			200 S  ACADEMY ROAD	GUTHRIE	OK	73044	LOGAN	LOGAN MEDICAL CENTER			4078875	5702687	9104492	356830	3117837		2006302		3645229		10238156	4217094	15151773	26018094	2896410	
263730	061309		01/01/2009	12/31/2009	03/09/2011	12/29/2010	2	2009	v1996	15	14247433	9553629	4693804	11608242	1402541		3371711	363	145	114			1017 WEST SEVENTH STREET	WRAY	CO	80758	YUMA	WRAY COMMUNITY DISTRICT HOSPITAL			1181073	945893	11964164		4406708		712324		4090779		2116331	803261	4855524	6635932	1417219	
263731	061325		01/01/2009	12/31/2009	03/09/2011	12/30/2010	2	2009	v1996	15	10327342	8807636	1519706	12114325	362339		1112949	149	84	9			345 CLEVELAND ST.	MEEKER	CO	81641	RIO GRANDE	PIONEERS MEDICAL CENTER			1245825	833524	5163022	28591	2822729				1148968		3422303	619613	3675943	6090174	637604	
263740	170187		01/01/2009	12/31/2009	03/10/2011	03/09/2011	2	2009	v1996	15	44988281	18289375	26698906	13971875	1176385		15268761	757	300	6	2707618	2851	401 SOUTH SANTA FE	SALINA	KS	67401-2697	SALINE	SALINA SURGICAL HOSPITAL	306262	.287272	459910	734363	5081521		3048237				5078069		3368068	993678	16445146	28543136	2888233	2567236
263741	171355		01/01/2009	12/31/2009	03/10/2011	03/10/2011	2	2009	v1996	25	16366821	10773315	5593506	12554747	1333800		3472798	557	461	22			320 13TH STREET	WAKEENY	KS	67672	TREGO	TREGO COUNTY LEMKE MEMORIAL HOSPITAL			21900	296	4786239	85711	3011126		2361977		2354423		2009807	1026770	7913261	8329589	1538481	
263744	031300		01/01/2009	12/31/2009	03/10/2011	03/10/2011	2	2009	v1996	15	22256232	12179315	10076917	12723752	1272399		2150966	516	282	16			520 ROSE LANE	WICKENBURG	AZ	85390	MARICOPA	WICKENBURG COMMUNITY HOSPITAL			422632	4415744	9781521	163584	5296136			7219	2974624		7460964	1260980	3680798	17882120	1165886	
263747	173300		07/01/2009	06/30/2010	03/10/2011	03/09/2011	2	2009	v1996	54	163011305	72598741	90412564	72848315	20255257		3759694	2966		100			5808 WEST 110TH	OVERLAND PARK	KS	66211	JOHNSON	CHILDREN S MERCY SOUTH			1866303		52330292		11417830		575473		11018048				24234962	104664222		
263756	503300		10/01/2008	09/30/2009	03/10/2011	03/10/2011	2	2009	v1996	250	1015448291	603040575	412407716	546717930	201108488	99820928	360339167	11795	93	5069			4800 SANDPOINT WAY NE	SEATTLE	WA	98105	KING	SEATTLE CHILDREN S HOSPITAL			104281274	17425637	602484119	3487562	78224639	72658734	14390791		161034355		149993964	145566751	662810120	278033399	4555111	4074301
263803	113029		10/01/2008	09/30/2009	03/11/2011	03/09/2011	1	2009	v1996	58	27592953	15735962	11856991	13182984	9187813		14435609	1032	730				3351 NORTHSIDE DRIVE	MACON	GA	31210-	BIBB	CENTRAL GEORGIA REHAB HOSPITAL		.446051		6341790	452059						1319130		8014961	180851	23623423	3969531	7714281	7646126
263821	351321		01/01/2009	12/31/2009	03/11/2011	03/03/2011	2	2009	v1996	24	8419916	5141884	3278032	5584711	701708		711290	267	214	6			W007 4TH AVE S	WISHEK	ND	58495	MCINTOSH	WISHEK COMMUNITY HOSPITAL			40762	284233	557598	43304	1662022		344658		950658		1313553	737500	1562888	6215463	684910	
263824	034004		01/01/2009	12/31/2009	03/11/2011	03/10/2011	2	2009	v1996	78	43423136	24581356	18841780	24743934	31654996		5044795	4140	248	859			7575 EAST EARLL DRIVE	SCOTTSDALE	AZ	85251	MARICOPA	BANNER BEHAVIORAL HLTH CTR SCOTTSDAL			1328126	2621	6269472	809438	2295688		3245987		2601554	13014	1127893	1096468	36699761	1619369	1146328	1106131
263831	362037		07/01/2009	06/30/2010	03/11/2011	03/08/2011	5	2009	v1996	43	59769129	16915468	42853661	16473033	18320222		41448907	380	180	46			1430 SOUTH HIGH STREET  2ND FLOOR	COLUMBUS	OH	43207	FRANKLIN	REGENCY HOSPITAL OF COLUMBUS			148286	52390	3779967		393738				868940		-891036	3713089	58914479		7815772	7046773
263843	161320		01/01/2009	12/31/2009	03/14/2011	03/14/2011	2	2009	v1996	25	10145422	8774467	1370955	8510537	444311		1119427	160	111	9			909 WEST 1ST STREET	SUMNER	IA	50674-0148	BREMER	COMMUNITY MEM. HOSPT.  SUMMER			305661	3163135	3102239	151789	2344604				1890793		4469292	1272142	2010106	6967249	837325	
263844	161338		07/01/2009	06/30/2010	03/14/2011	03/11/2011	2	2009	v1996	25	22033818	12665073	9368745	13071773	1203144		3181354	416	288	29			201 8TH AVE SE	OELWEIN	IA	50662	FAYETTE	MERCY HOSPITAL OF FRANCISCAN SISTERS	1376842	.555942	108514	557	1782332								2306779	379789	6393941	15822721	1492769	
263849	262018		01/01/2009	12/31/2009	03/14/2011	03/11/2011	2	2009	v1996	35	29873150	12016245	17856905	13514617	10367011		19506139	339	211	19			500 NW 68TH STREET	KANSAS CITY	MO	64118	CLAY	NORTHLAND LTACH HOSPITAL			344041	1979468	1995357			56005	177575		460612		5610110	2122784	29873150		7339902	5606288
263866	143027		07/01/2009	06/30/2010	03/14/2011	03/08/2011	5	2009	v1996	100	82374863	58343668	24031195	64264783	59641641			2403	1537	118			26W171 ROOSEVELT ROAD	WHEATON	IL	60187	DUPAGE	MARIANJOY REHAB HOSPT. & CLINICS			1189309	13065383	67143227		14069423	551780			7373078		23144844	6023058	68556876	13817986	27300239	25492820
263878	222007		10/01/2008	09/30/2009	03/14/2011	03/08/2011	2	2009	v1996	667	141614894	95722526	45892368	111511705	96127978		35107803	581	297	173			1200 CENTRE STREET	ROSLINDALE	MA	02131	SUFFOLK	HEBREW REHABILITATION CENTER			2528564	5359962	19590417								21157362	21307181	136209491	1759205	4909869	4724004
263880	222047		10/01/2008	09/30/2009	03/14/2011	03/08/2011	2	2009	v1996	60	68112392	23879432	44232960	23134491	43753300		17804646	700	457				145 WARD HILL AVENUE	BRADFORD	MA	01835	ESSEX	WHITTIER REHAB HOSPITAL - BRADFORD			285893	1058659	448455			5583	391		63049		2348503	1905664	61557826	4455239	15653409	14199133
263884	251309		10/01/2008	09/30/2009	03/15/2011	03/11/2011	2	2009	v1996	25	29244745	16511008	12733737	16136996	1488368		6127322	764	461	132			270 WEST MAIN STREET	CENTREVILLE	MS	39631-0639	WILKINSON	FIELD MEMORIAL COMMUNITY HOSPITAL			109361	1413040	1992167	91323	2968007				3713188		5162748	1427418	8363866	17950633	2621813	
263928	110071		09/01/2009	08/31/2010	03/16/2011	03/16/2011	1	2009	v1996	24	81006031	29329841	51676190	33366413	6755736	1848283	21882739	1798	741	346	4233871		301 EAST TOLLISON STREET	BAXLEY	GA	31513-	APPLING	APPLING GENERAL HOSPITAL	860619	.39552	1795698	32524	15694981		12825213						6129827	10047904	38791461	39522128	3580627	3379608
263998	451323		10/01/2008	09/30/2009	03/16/2011	02/28/2011	2	2009	v1996	25	36687872	14410881	22276991	12739388	2137362		7949978	649	467	11			608 NORTH KEY AVENUE	LAMPASAS	TX	76550	LAMPASAS	ROLLINS BROOK COMMUN HOSP CAH				3461107	6164308	77476	1739572		1478888		1875804		6189209	2936052	11949288	24309066	2868349	
264001	101307		10/01/2008	09/30/2009	03/16/2011	02/24/2011	2	2009	v1996	25	31446980	11589758	19857222	12489899	2041495	990000	10913746	1205	727	242			401 EAST BYRD AVENUE	ONIFAY	FL	32425	HOLMES	DOCTORS MEMORIAL HOSPITAL			123851	498008	16011476	199338	621872		695104		1126663		7225486	2920715	14151721	15398796	3371370	
264002	101308		10/01/2008	09/30/2009	03/16/2011	03/04/2011	2	2009	v1996	25	40221854	18194504	22027350	18753704	1163971		3912125	484	290	40			1360 BRICKYARD RD	CHIPLEY	FL	32428-0889	WASHINGTON	NORTHWEST FLORIDA COMMUNITY HOSPITAL		.381079	1956386	992126	7088839	348085	4061232		1509588		3177171		3831691	3170432	7012426	29529940	1485872	
264020	050545		07/01/2009	06/30/2010	03/16/2011	03/08/2011	2	2009	v1996	39	113783739	113783739		123539798	4603475		5682932	66	65	1	331125		3530 POMONA BLVD	POMONA	CA	91769-0100	LOS ANGELES	LANTERMAN DEVELOPMENTAL CENTER		1.063948	2234892	304575									-8259619	7569564	113632626	763534	1790540	1764113
264021	050548		07/01/2009	06/30/2010	03/16/2011	03/08/2011	2	2009	v1996	30	126747850	126747850		138596134	2114428		6110115	145	90	1	467138		 2501 HARBOR BLVD.	COSTA MESA	CA	92626	ORANGE COUNTY	FAIRVIEW DEVELOPMENTAL CENTER		1.060281	36046	234081									-10649112	7446738	126450650	1107171	1592448	1561065
264025	054146		07/01/2009	06/30/2010	03/16/2011	03/08/2011	2	2009	v1996	26	13109429	7889997	5219432	7691212	12271063		838366	1185	99				2633 EAST 27TH STREET	OAKLAND	CA	94601	ALAMEDA	TELECARE HERITAGE PHF			136235		2147714		980902				273445		845254	7633737	13109429		659537	593851
264033	331304		01/01/2009	12/31/2009	03/17/2011	03/08/2011	2	2009	v1996	15	25211684	14734975	10476709	15505096	2370595		2474420	277	185	13			42084 STATE HIGHWAY	MARGARETVILLE	NY	12455	DELAWARE	MARGARETVILLE HOSPITAL			544977	1441070	4503986	183742	7689015			248772	7286083		4732838	4213217	12464252	10446640	1363344	
264034	331307		01/01/2009	12/31/2009	03/17/2011	03/11/2011	2	2009	v1996	20	7237910	6071683	1166227	6871613	501188		848496	215	135	22			1014 OSWEGATCHIE TRAIL	STAR LAKE	NY	13690	ST. LAWRENCE	CLIFTON-FINE HOSPITAL			670755	966965	1800754	15617	808490		128786		1404395		2969545	565829	2269469	4211368	1108190	
264035	331309		01/01/2009	12/31/2009	03/17/2011	03/11/2011	2	2009	v1996	24	18757423	11727003	7030420	12863314	305788		1449098	168	109	12			4 FULLER STREET	ALEXANDRIA BAY	NY	13607	JEFFERSON	RIVER HOSPITAL			1213710	109469	4525606	39147	888209		764262	54863	1080457	441743	3188642	2427394	3869546	12360157	451911	
264036	331310		01/01/2009	12/31/2009	03/17/2011	03/14/2011	2	2009	v1996	15	27580597	11974787	15605810	12201890	3170476		3574604	462	236	31			10 HEALTHY WAY	ELLENVILLE	NY	12428	ULSTER	ELLENVILLE REGIONAL HOSPITAL			313453	3576919	4441191	252785	1737310		618503		1478683	443684	5976857	4665681	8199567	19381030	1323375	
264037	331312		01/01/2009	12/31/2009	03/17/2011	03/08/2011	2	2009	v1996	25	27376648	15351205	12025443	14195128	4183679		4074874	711	325	159			1 TITUS PLACE	WALTON	NY	13856	DELAWARE	DELAWARE VALLEY HOSPITAL			1016735	2557358	8270314	288900	2854326		2531381		3948088		4773610	2677688	8321962	17078530	1493935	
264039	334055		01/01/2009	12/31/2009	03/17/2011	03/14/2011	2	2009	v1996	125	59957431	28284420	31673011	28327727	56505973		2831058	2384	243	606			87 37 PALMERO STREET	HOLLISWOOD	NY	11423	QUEENS	HOLLISWOOD HOSPITAL			251283	9911	2245607			2336748			721985		3375974	3103554	59337031	620400	2957300	2692832
264050	192041		04/10/2009	12/31/2009	03/17/2011	03/16/2011	2	2009	v1996	16	6026373	2742542	3283831	2628931	3231853		2794520	107	96				9737 GRACE LANE	CLINTON	LA	70722	EAST FELICIANA	LTAC HOSPITAL OF FELICIANA			110426	80936	182174						26988		824137	889086	6026373		2155428	1896240
264051	194082		01/01/2009	12/31/2009	03/17/2011	03/16/2011	2	2009	v1996	16	4125119	2460904	1664215	2306468	3350550		774569	229	208	3			ONE HOSPITAL DRIVE	JENNINGS	LA	70546	JEFF DAVIS	JENNINGS SENIOR CARE HOSPITAL   LLC				-35982	693445		151271			26286	38252	59167	303113	428406	4125120		2108741	1849174
264055	522007		01/01/2009	12/31/2009	03/17/2011	03/17/2011	2	2009	v1996	62	33834738	14275488	19559250	18702383	9910124		23725994	261	199	7			2400 GOLF ROAD	PEWAUKEE	WI	53072	WAUKESHA	LIFECARE HOSPITAL OF MILWAUKEE			2379	1000	3038250				1726649				-8293710	2156913	33636118	198620	13874324	11033881
264068	204006		09/27/2009	09/25/2010	03/17/2011	02/24/2011	1	2009	v1996	74	84560940	48944849	35616091	49301736	36048263		13023343	2271	491	514			268 STILLWATER AVE.	BANGOR	ME	04401	PENOBSCOT	ACADIA HOSPITAL	24636638	.550488	2113644	4113048	10661277	1865194	7237187		6285286		3659899		12514651	6532207	43635226	29347817	4862883	4624414
264082	171364		01/01/2009	12/31/2009	03/18/2011	03/18/2011	2	2009	v1996	23	3510640	3102329	408311	3853082	265310		687945	217	153	4			424 W. NEW HAMPSHIRE	OSBORNE	KS	67474	OSBORNE	OSBORNE COUNTY MEMORIAL HOSPITAL			65482	33026	1042458	76885	775254		336320		1338263		1102672	558783	1172323	2259430	736515	
264095	514001		10/01/2008	09/30/2009	03/18/2011	03/11/2011	2	2009	v1996	28	16977300	9303545	7673755	9765125	8072402		173617	607	185	4			300 56TH STREET	CHARLESTON	WV	25364	KANAWHA	HIGHLAND HOSPITAL ASSOC				218265	1168442	43694	2981311	42720	655435	36013	518931		2623881	1508309	8732374	1174538	1489782	1442730
264099	451377		01/01/2009	12/31/2009	03/18/2011	01/21/2011	2	2009	v1996	25	16126653	9312927	6813726	14983785	965457	14542	3812793	731	330	39			2323 TEXAS AVENUE	PECOS	TX	79772	REEVES	REEVES COUNTY HOSPITAL				489333	8662622	369054	2738495		2597329		5247034		14284134	2607681	5098301	11028352	1838748	
264104	104063		01/01/2009	12/31/2009	03/21/2011	03/21/2011	2	2009	v1996	80	36884227	14935294	21948933	13722551	34020000			1202	896				9001 TAMIAMI TRAIL EAST	NAPLES	FL	33862	CHARLOTTE	THE WILLOUGH AT NAPLES			1087555	3851	3358907		6375623		376141		1222232		1630353	2196477	34022290	1671855	7521871	6955228
264107	191318		10/01/2008	09/30/2009	03/21/2011	03/15/2011	2	2009	v1996	25	27001091	10640091	16361000	13201512	647136	521700	7248451	893	556	188			1700 EE WALLACE BOULEVARD NORTH	FERRIDAY	LA	71334	CONCORDIA	RIVERLAND MEDICAL CENTER		.434354	1626879	339691	3914889	137751	3512504	1329			3832127		3507907	2113691	8510233	16965826	3506102	
264108	251305		10/01/2008	09/30/2009	03/21/2011	03/16/2011	2	2009	v1996	25	14413692	10135343	4278349	10570120	1766322		2574843	461	384	20			.065 EAST BROAD ST	MONTICELLO	MS	39654-	LAWRENCE	LAWRENCE COUNTY HOSPITAL			7386	194850	449328		136816				724171		2580909	2810035	4252321	9241971	1981221	
264109	251315		10/01/2008	09/30/2009	03/21/2011	03/16/2011	2	2009	v1996	25	18890911	12115578	6775333	12945217	584884		3532191	776	527	81			310 ELLIS STREET	CARTHAGE	MS	39051	LEAKE	LEAKE MEMORIAL HOSPITAL CAH			82412	196611	519563		1539900			11604	192271	77024	2899488	669243	7230862	10096211	1479253	
264110	251318		10/01/2008	09/30/2009	03/21/2011	03/17/2011	2	2009	v1996	25	45087035	31122709	13964326	27714870	6505780		9158880	520	434	43				RULEVILLE	MS	38771	SUNFLOWER	NORTH SUNFLOWER COUNTY HOSPITAL		.612797	1055902	13505031	3103765	96103	1931898		1497413	65530	2603119		19440094	4159773	21000025	13768821	2393559	
264111	251331		03/13/2009	09/30/2009	03/21/2011	03/17/2011	2	2009	v1996	21	22073548	15229785	6843763	15049970	985816		3453882	303	173	33			140  BURKE-CALHOUN CITY ROAD	CALHOUN CITY	MS	38916	CALHOUN	CALHOUN HEALTH SERVICES		.671903	525565	826251	2428657	203323	2674139		426012		2060823		7756979	2897223	7375421	5025634	770212	
264149	241314		10/01/2008	09/30/2009	03/22/2011	03/16/2011	2	2009	v1996	20	13544457	10738667	2805790	11389064	754724		1538229	273	124	26			1282 WALNUT STREET	DAWSON	MN	56232	LAC QUI PARLE	JOHNSON MEMORIAL HOSPITAL			4555266	1160792	6885718	126771	3608168		800614		1012374		3013701	1416596	5770048	7175521	631766	
264150	241335		10/01/2008	09/30/2009	03/22/2011	03/18/2011	2	2009	v1996	17	28412788	22107162	6305626	22226501	1654476		5660216	464	226	43			1200 FIFTH GRANT BLVD WEST	WABASHA	MN	55981	WABASHA	ST. ELIZABETH HOSP. OF WABASHA  INC.			4570990	1082350	12597976	129043	8598478		3400637		3638238		5998862	3186545	13410647	13668203	2006745	
264155	110040		07/01/2009	03/22/2010	03/22/2011	01/26/2011	1	2009	v1996	72	31345970	18712368	12633602	20911569	1713579	454163	6228760	886	410	48	2473175		70 MEDICAL CENTER DRIVE	COMMERCE	GA	30529-	JACKSON	BJC MEDICAL CENTER	3891452	.513194	14503	722942	286754								746497	563047	15869456	15083393	2295988	2047663
264159	110078		09/01/2009	08/31/2010	03/22/2011	03/21/2011	1	2009	v1996	466	1200368662	471278222	729090440	450459520	96639924	77482698	543346209	25719	6411	2432	106368291	98764	550 PEACHSTREET ST NE	ATLANTA	GA	30308-	FULTON	EMORY CRAWFORD LONG HOSPITAL	93770641	.324803	11391384	51015532	224019650	952215	110113334	130239	34760089		130709825		199043559	90178228	717473031	484796500	83689391	80052635
264163	110010		09/01/2009	08/31/2010	03/22/2011	03/21/2011	1	2009	v1996	505	1660200543	697925685	962274858	651414798	114406105	134683622	875040293	24705	8312	1650	173432623	22308	1364 CLIFTON ROAD	ATLANTA	GA	30032-	DEKALB	EMORY UNIVERSITY HOSPITAL	71873507	.352107	63057801	135606446	331244624								273684875	56154723	1155898510	486752899	151430479	140138438
264178	171335		01/01/2009	12/31/2009	03/23/2011	03/22/2011	2	2009	v1996	17	12514949	11089679	1425270	13326820	550353		1131634	222	163	8			1006 S JACKSON	HUGOTON	KS	67951	STEVENS	STEVENS COUNTY HOSPITAL			176620	2460232	6570163	41792	3692573	231880	1448498		3465938		4345647	953650	4673370	7781786	1083866	
264179	171341		01/01/2009	12/31/2009	03/23/2011	03/23/2011	2	2009	v1996	25	28318360	18207730	10110630	19562254	2141767		5166075	880	541	109			300 UTAH	HIAWATHA	KS	66434	BROWN	HIAWATHA COMMUNITY HOSPITAL			801346	1951294	9542568		10186548						5192583	1171593	7755597	17557792	2651584	
264216	343025		10/01/2008	09/30/2009	03/23/2011	03/16/2011	5	2009	v1996	70	84919196	63721225	21197971	67054790	13566390		14846103	1152	761	94			68 SWEETEN CREEK ROAD	ASHEVILLE	NC	28803	BUNCOMBE	CAREPARTNERS REHAB HOSPITAL			1273865	4270857	6386473	615853		4137542			7209425		14674655	9775921	28424298	8273553	8315843	7986383
264242	160040		07/01/2009	06/30/2010	03/24/2011	03/23/2011	2	2009	v1996	35	76530522	34036003	42494519	26775804	3417239		19299098	1109	561	38	3956428	9860	515 COLLEGE STREET	CEDAR FALLS	IA	50613	BLACKHAWK	SARTORI MEMORIAL HOSPITAL	2774462	.309412	108513		9064313								4685471	1637668	27438742	49091780	4046790	3885504
264245	144031		01/01/2009	12/31/2009	03/24/2011	03/23/2011	2	2009	v1996	141	111610000	54089000	57521000	62462000	59672000		11800000	5926	1400	366			1650 MOON LAKE BOULEVARD	HOFFMAN ESTATES	IL	60194	COOK	ALEXIAN BROTHERS BEHAVIORAL HEALTH			551000	213000	25084000	368000	4249000	129000	564000		3611000		7832000	6193000	70875470	29810005	15033573	14436351
264251	504009		01/01/2009	12/31/2009	03/24/2011	03/24/2011	2	2009	v1996	34	42951782	29897381	13054401	30308054	10211895		1524064	689	279	296			2600 SW HOLDEN STREET	SEATTLE	WA	98126	KING	NAVOS			12190067	3080597	19160574	100593	3046245	1234371	2790479				6776384	3929589	11735959		3744619	3513108
264252	501302		01/01/2009	12/31/2009	03/24/2011	03/24/2011	2	2009	v1996	25	9631324	8126687	1504637	8860960	236568		760351	132	95	12			1012  S. THIRD STREET	DAYTON	WA	99328	COLUMBIA	DAYTON GENERAL HOSPITAL			402736	1559060	5067802	212296	2609727		3103702		1018726		3159173	1648522	3987052	5239515	563696	
264253	241342		10/01/2008	09/30/2009	03/25/2011	03/24/2011	2	2009	v1996	25	24837651	18687089	6150562	16613726	2061999		3539189	550	257	23			750 EASTVOLD AVENUE	ORTONVILLE	MN	56278	BIG STONE	ORTONVILLE AREA HEALTH SERVICES			1144054	3233228	18594379	400712	5144004			14512	3742270		9876097	2848433	9559515	13131550	1310865	
264254	241349		10/01/2008	09/30/2009	03/25/2011	03/01/2011	2	2009	v1996	25	43090594	28044615	15045979	34524352	2430592		5056559	492	231	9			200 FIRST STREET WEST	PAYNESVILLE	MN	56362-1496	STEARNS	PAYNESVILLE AREA HOSPITAL			750116	2448505	13225357	635400	10939849		1186670	7260246			7972545	3957279	11799070	26636315	2109863	
264265	154005		07/01/2009	01/14/2010	03/25/2011	03/15/2011	2	2009	v1996	15	21841546	10201383	11640163	14048077	2711630		392375	434	91	45			2900 NORTH RIVER ROAD	WEST LAFAYETTE	IN	47906	TIPPECANOE	WABASH VALLEY HOSPITAL			10315	7658231	5544809		7377416						28898777	2807080	4283392		787548	766930
264284	452083		10/01/2008	09/30/2009	03/25/2011	03/07/2011	2	2009	v1996	48	31218018	9662743	21555275	12802464	8375275		22842743	275	210	7			2600 HIGHWAY 365	NEDERLAND	TX	77627	JEFFERSON	PROMISE HOSPITAL OF SOUTHEAST TEXAS			164783	-136410	544267			3419	5997		266214		1462964	10940735	31209866	8152	8675115	7661631
264285	013301		10/01/2008	09/30/2009	03/25/2011	03/15/2011	2	2009	v1996	271	171118522	113753501	57365021	119626230	12335259	39588944	75669453	11266	66	7823			1700 CENTER STREET	MOBILE	AL	36604	MOBILE	USA CHILDREN S AND WOMEN S HOSPITAL													135869658	7451595	129469701	30867412	343133	
